,train,val,test
2068,GTEX-ZF3C-0925,,
2069,GTEX-ZF3C-2025,,
2070,GTEX-ZF3C-0325,,
2071,GTEX-ZF3C-0225,,
2072,GTEX-ZF3C-1125,,
2073,GTEX-ZF3C-1425,,
2074,GTEX-ZF3C-0825,,
2075,GTEX-ZF3C-0525,,
2076,GTEX-ZLFU-1425,,
2077,GTEX-ZLFU-1825,,
2078,GTEX-ZLFU-2525,,
2079,GTEX-ZLFU-2025,,
2080,GTEX-ZLFU-0525,,
2081,GTEX-ZLFU-1125,,
2082,GTEX-ZLFU-2225,,
2083,GTEX-ZLFU-0925,,
2084,GTEX-ZLFU-0125,,
2085,GTEX-ZLFU-2625,,
2086,GTEX-ZLFU-0725,,
2087,GTEX-ZLFU-0225,,
2088,GTEX-ZLFU-2125,,
2089,GTEX-ZLFU-1325,,
2090,GTEX-ZLFU-1725,,
2091,GTEX-ZLFU-0325,,
2092,GTEX-ZLFU-1025,,
2093,GTEX-ZLFU-2425,,
2094,GTEX-ZLFU-0825,,
2095,GTEX-ZLFU-0625,,
2096,GTEX-ZLFU-1525,,
2097,GTEX-ZPU1-0725,,
2098,GTEX-ZPU1-0625,,
2099,GTEX-ZPU1-1725,,
2100,GTEX-ZPU1-2125,,
2101,GTEX-ZPU1-0925,,
2102,GTEX-ZPU1-1925,,
2103,GTEX-ZPU1-1625,,
2104,GTEX-ZPU1-2025,,
2105,GTEX-ZPU1-0525,,
2106,GTEX-ZPU1-1125,,
2107,GTEX-ZPU1-0425,,
2108,GTEX-ZPU1-0825,,
2109,GTEX-ZPU1-1225,,
2110,GTEX-ZPU1-0225,,
2111,GTEX-ZPU1-2725,,
2112,GTEX-ZPU1-1325,,
2113,GTEX-ZPU1-1425,,
2114,GTEX-ZPU1-2325,,
2115,GTEX-ZPU1-2425,,
2116,GTEX-ZPU1-1025,,
2117,GTEX-ZT9W-0725,,
2118,GTEX-ZT9W-2025,,
2119,GTEX-ZT9W-0125,,
2120,GTEX-ZT9W-0425,,
2121,GTEX-ZT9W-0525,,
2122,GTEX-ZT9W-1025,,
2123,GTEX-ZT9W-1225,,
2124,GTEX-ZT9W-1125,,
2125,GTEX-ZT9W-2125,,
2126,GTEX-ZT9W-1325,,
2127,GTEX-ZT9W-1425,,
2128,GTEX-ZT9W-0925,,
2129,GTEX-ZT9W-1525,,
2130,GTEX-ZT9W-2725,,
2131,GTEX-ZT9W-0225,,
2132,GTEX-ZT9W-1825,,
2133,GTEX-ZT9W-1625,,
2134,GTEX-ZT9W-2225,,
2135,GTEX-ZT9W-1725,,
2136,GTEX-ZUA1-0825,,
2137,GTEX-ZUA1-1925,,
2138,GTEX-ZUA1-1025,,
2139,GTEX-ZUA1-3125,,
2140,GTEX-ZUA1-2925,,
2141,GTEX-ZUA1-2125,,
2142,GTEX-ZUA1-1225,,
2143,GTEX-ZUA1-3025,,
2144,GTEX-ZUA1-1525,,
2145,GTEX-ZUA1-0725,,
2146,GTEX-ZUA1-0925,,
2147,GTEX-ZUA1-0325,,
2148,GTEX-ZUA1-0625,,
2149,GTEX-ZUA1-2725,,
2150,GTEX-ZUA1-2825,,
2151,GTEX-ZUA1-0125,,
2152,GTEX-ZUA1-2625,,
2153,GTEX-ZUA1-0425,,
2154,GTEX-ZUA1-0225,,
2155,GTEX-ZVP2-0125,,
2156,GTEX-ZVP2-1625,,
2157,GTEX-ZVP2-1725,,
2158,GTEX-ZVP2-0825,,
2159,GTEX-ZVP2-0425,,
2160,GTEX-ZVP2-2125,,
2161,GTEX-ZVP2-2225,,
2162,GTEX-ZVP2-1325,,
2163,GTEX-ZVP2-0525,,
2164,GTEX-ZVP2-0225,,
2165,GTEX-ZVP2-1425,,
2166,GTEX-ZVP2-0625,,
2167,GTEX-ZVP2-1525,,
2168,GTEX-ZVP2-0725,,
2169,GTEX-ZVP2-1825,,
2170,GTEX-ZVP2-0325,,
2171,GTEX-ZY6K-1225,,
2172,GTEX-ZY6K-2025,,
2173,GTEX-ZY6K-1925,,
2174,GTEX-ZY6K-0125,,
2175,GTEX-ZY6K-1425,,
2176,GTEX-ZY6K-1525,,
2177,GTEX-ZY6K-0325,,
2178,GTEX-ZY6K-0225,,
2179,GTEX-ZY6K-0525,,
2180,GTEX-ZY6K-0825,,
2181,GTEX-ZY6K-0625,,
2182,GTEX-ZY6K-1325,,
2183,GTEX-ZY6K-1625,,
2184,GTEX-ZY6K-1825,,
2185,GTEX-ZY6K-0725,,
2186,GTEX-111CU-1025,,
2187,GTEX-111CU-0525,,
2188,GTEX-111CU-1425,,
2189,GTEX-111CU-1825,,
2190,GTEX-111CU-1225,,
2191,GTEX-111CU-0825,,
2192,GTEX-111CU-1525,,
2193,GTEX-111CU-2225,,
2194,GTEX-111CU-1125,,
2195,GTEX-111CU-0725,,
2196,GTEX-111CU-1325,,
2197,GTEX-111CU-0125,,
2198,GTEX-111CU-1725,,
2199,GTEX-111CU-0325,,
2200,GTEX-111CU-0225,,
2201,GTEX-111CU-0925,,
2202,GTEX-111CU-0425,,
2203,GTEX-111CU-0625,,
2204,GTEX-111CU-2025,,
2205,GTEX-113IC-0525,,
2206,GTEX-113IC-0225,,
2207,GTEX-113IC-0425,,
2208,GTEX-113IC-0125,,
2209,GTEX-117YX-2325,,
2210,GTEX-117YX-1125,,
2211,GTEX-117YX-0125,,
2212,GTEX-117YX-1325,,
2213,GTEX-117YX-0825,,
2214,GTEX-117YX-1025,,
2215,GTEX-117YX-2525,,
2216,GTEX-117YX-0525,,
2217,GTEX-117YX-2025,,
2218,GTEX-117YX-1925,,
2219,GTEX-117YX-2625,,
2220,GTEX-117YX-1525,,
2221,GTEX-117YX-2425,,
2222,GTEX-117YX-0225,,
2223,GTEX-117YX-1225,,
2224,GTEX-117YX-2125,,
2225,GTEX-117YX-0625,,
2226,GTEX-117YX-1725,,
2227,GTEX-117YX-1825,,
2228,GTEX-117YX-0325,,
2229,GTEX-117YX-0725,,
2230,GTEX-117YX-2225,,
2231,GTEX-117YX-1425,,
2232,GTEX-11DXW-0525,,
2233,GTEX-11DXW-0225,,
2234,GTEX-11DXW-0425,,
2235,GTEX-11DXW-0325,,
2236,GTEX-11DXW-1225,,
2237,GTEX-11DXW-0725,,
2238,GTEX-11DXW-1125,,
2239,GTEX-11DXW-0625,,
2240,GTEX-11DXW-0825,,
2241,GTEX-11DXW-1025,,
2242,GTEX-11DYG-0125,,
2243,GTEX-11DYG-1425,,
2244,GTEX-11DYG-1325,,
2245,GTEX-11DYG-1025,,
2246,GTEX-11DYG-2025,,
2247,GTEX-11DYG-1525,,
2248,GTEX-11DYG-1225,,
2249,GTEX-11DYG-1925,,
2250,GTEX-11DYG-0425,,
2251,GTEX-11DYG-3125,,
2252,GTEX-11DYG-2925,,
2253,GTEX-11DYG-0825,,
2254,GTEX-11DYG-0925,,
2255,GTEX-11DYG-2525,,
2256,GTEX-11EI6-2625,,
2257,GTEX-11EI6-2825,,
2258,GTEX-11EI6-0325,,
2259,GTEX-11EI6-0525,,
2260,GTEX-11EI6-0725,,
2261,GTEX-11EI6-0625,,
2262,GTEX-11EI6-0225,,
2263,GTEX-11EI6-0825,,
2264,GTEX-11EI6-3125,,
2265,GTEX-11EI6-2225,,
2266,GTEX-11EI6-1525,,
2267,GTEX-11EI6-3025,,
2268,GTEX-11EI6-0125,,
2269,GTEX-11EI6-2425,,
2270,GTEX-11EI6-2925,,
2271,GTEX-11EI6-0425,,
2272,GTEX-11EQ9-1925,,
2273,GTEX-11EQ9-1325,,
2274,GTEX-11EQ9-1425,,
2275,GTEX-11EQ9-0225,,
2276,GTEX-11EQ9-1525,,
2277,GTEX-11EQ9-2425,,
2278,GTEX-11EQ9-0825,,
2279,GTEX-11EQ9-2525,,
2280,GTEX-11EQ9-1625,,
2281,GTEX-11EQ9-1125,,
2282,GTEX-11EQ9-2025,,
2283,GTEX-11EQ9-0525,,
2284,GTEX-11EQ9-1225,,
2285,GTEX-11EQ9-2125,,
2286,GTEX-11EQ9-0425,,
2287,GTEX-11EQ9-0925,,
2288,GTEX-11EQ9-2325,,
2289,GTEX-11EQ9-1825,,
2290,GTEX-11EQ9-1725,,
2291,GTEX-11EQ9-0725,,
2292,GTEX-11EQ9-0625,,
2293,GTEX-11EQ9-0125,,
2294,GTEX-11EQ9-2225,,
2295,GTEX-11EQ9-1025,,
2296,GTEX-11GS4-0525,,
2297,GTEX-11GS4-3025,,
2298,GTEX-11GS4-2025,,
2299,GTEX-11GS4-1025,,
2300,GTEX-11GS4-1825,,
2301,GTEX-11GS4-2525,,
2302,GTEX-11GS4-2125,,
2303,GTEX-11GS4-2825,,
2304,GTEX-11GS4-0425,,
2305,GTEX-11GS4-0325,,
2306,GTEX-11GS4-0825,,
2307,GTEX-11GS4-0225,,
2308,GTEX-11GS4-2725,,
2309,GTEX-11GS4-2625,,
2310,GTEX-11GS4-1425,,
2311,GTEX-11GS4-3125,,
2312,GTEX-11GS4-0625,,
2313,GTEX-11GS4-2325,,
2314,GTEX-11GS4-2925,,
2315,GTEX-11GSO-0625,,
2316,GTEX-11GSO-2425,,
2317,GTEX-11GSO-1925,,
2318,GTEX-11GSO-0225,,
2319,GTEX-11GSO-2525,,
2320,GTEX-11GSO-2625,,
2321,GTEX-11GSO-2925,,
2322,GTEX-11GSO-2825,,
2323,GTEX-11GSO-3025,,
2324,GTEX-11GSO-2325,,
2325,GTEX-11H98-0225,,
2326,GTEX-11H98-0425,,
2327,GTEX-11H98-0125,,
2328,GTEX-11H98-0325,,
2329,GTEX-11LCK-2025,,
2330,GTEX-11LCK-1125,,
2331,GTEX-11LCK-0925,,
2332,GTEX-11LCK-0525,,
2333,GTEX-11LCK-0425,,
2334,GTEX-11LCK-0125,,
2335,GTEX-11LCK-1925,,
2336,GTEX-11LCK-2325,,
2337,GTEX-11LCK-1425,,
2338,GTEX-11LCK-1025,,
2339,GTEX-11LCK-2225,,
2340,GTEX-11LCK-1625,,
2341,GTEX-11LCK-1325,,
2342,GTEX-11LCK-0325,,
2343,GTEX-11LCK-0725,,
2344,GTEX-11LCK-1225,,
2345,GTEX-11LCK-1525,,
2346,GTEX-11LCK-0225,,
2347,GTEX-11LCK-0825,,
2348,GTEX-11LCK-2425,,
2349,GTEX-11LCK-1725,,
2350,GTEX-11NSD-0925,,
2351,GTEX-11NSD-0325,,
2352,GTEX-11NSD-1425,,
2353,GTEX-11NSD-0425,,
2354,GTEX-11NSD-0525,,
2355,GTEX-11NSD-0225,,
2356,GTEX-11NSD-1725,,
2357,GTEX-11NSD-0625,,
2358,GTEX-11NSD-0825,,
2359,GTEX-11NSD-2225,,
2360,GTEX-11NSD-1125,,
2361,GTEX-11NSD-0125,,
2362,GTEX-11NSD-1225,,
2363,GTEX-11NSD-1025,,
2364,GTEX-11NSD-1825,,
2365,GTEX-11NSD-1625,,
2366,GTEX-11NSD-2025,,
2367,GTEX-11O72-1325,,
2368,GTEX-11O72-2825,,
2369,GTEX-11O72-0125,,
2370,GTEX-11O72-1025,,
2371,GTEX-11O72-2325,,
2372,GTEX-11O72-2925,,
2373,GTEX-11O72-0225,,
2374,GTEX-11O72-2025,,
2375,GTEX-11O72-0325,,
2376,GTEX-11O72-2125,,
2377,GTEX-11O72-1125,,
2378,GTEX-11O72-3025,,
2379,GTEX-11O72-0625,,
2380,GTEX-11O72-0725,,
2381,GTEX-11O72-0525,,
2382,GTEX-11O72-2225,,
2383,GTEX-11O72-1925,,
2384,GTEX-11O72-2725,,
2385,GTEX-11O72-0425,,
2386,GTEX-11OC5-0125,,
2387,GTEX-11OC5-0625,,
2388,GTEX-11OC5-0325,,
2389,GTEX-11OC5-0525,,
2390,GTEX-11OC5-0425,,
2391,GTEX-11OC5-0725,,
2392,GTEX-11ONC-2325,,
2393,GTEX-11ONC-1025,,
2394,GTEX-11ONC-2825,,
2395,GTEX-11ONC-1125,,
2396,GTEX-11ONC-2025,,
2397,GTEX-11ONC-2725,,
2398,GTEX-11ONC-2225,,
2399,GTEX-11ONC-0125,,
2400,GTEX-11ONC-1925,,
2401,GTEX-11ONC-2425,,
2402,GTEX-11ONC-2125,,
2403,GTEX-11ONC-2925,,
2404,GTEX-11ONC-3025,,
2405,GTEX-11ONC-2525,,
2406,GTEX-11ONC-1525,,
2407,GTEX-11ONC-0525,,
2408,GTEX-11ONC-0925,,
2409,GTEX-11ONC-1425,,
2410,GTEX-11P7K-1325,,
2411,GTEX-11P7K-0125,,
2412,GTEX-11P7K-0425,,
2413,GTEX-11P7K-2325,,
2414,GTEX-11P7K-1625,,
2415,GTEX-11P7K-1925,,
2416,GTEX-11P7K-2225,,
2417,GTEX-11P7K-1025,,
2418,GTEX-11P7K-0525,,
2419,GTEX-11P7K-0325,,
2420,GTEX-11P7K-0825,,
2421,GTEX-11P7K-1125,,
2422,GTEX-11P7K-1725,,
2423,GTEX-11P7K-0625,,
2424,GTEX-11P7K-0725,,
2425,GTEX-11P7K-1525,,
2426,GTEX-11P7K-2125,,
2427,GTEX-11P7K-1425,,
2428,GTEX-11P7K-2025,,
2429,GTEX-11P7K-1225,,
2430,GTEX-11P7K-0225,,
2431,GTEX-11P7K-1825,,
2432,GTEX-11P82-0225,,
2433,GTEX-11P82-0825,,
2434,GTEX-11P82-0725,,
2435,GTEX-11P82-0325,,
2436,GTEX-11P82-1125,,
2437,GTEX-11P82-0625,,
2438,GTEX-11P82-1825,,
2439,GTEX-11P82-0125,,
2440,GTEX-11P82-1725,,
2441,GTEX-11P82-1925,,
2442,GTEX-11P82-1025,,
2443,GTEX-11P82-1325,,
2444,GTEX-11P82-0525,,
2445,GTEX-11P82-1425,,
2446,GTEX-11P82-0925,,
2447,GTEX-11P82-1625,,
2448,GTEX-11P82-1525,,
2449,GTEX-11P82-0425,,
2450,GTEX-11PRG-2825,,
2451,GTEX-11PRG-2025,,
2452,GTEX-11PRG-0725,,
2453,GTEX-11PRG-0925,,
2454,GTEX-11PRG-1525,,
2455,GTEX-11PRG-0825,,
2456,GTEX-11PRG-0125,,
2457,GTEX-11PRG-2925,,
2458,GTEX-11PRG-0325,,
2459,GTEX-11PRG-0625,,
2460,GTEX-11TT1-0125,,
2461,GTEX-11TT1-2025,,
2462,GTEX-11TT1-2725,,
2463,GTEX-11TT1-2425,,
2464,GTEX-11TT1-1025,,
2465,GTEX-11TT1-1325,,
2466,GTEX-11TT1-1225,,
2467,GTEX-11TT1-0925,,
2468,GTEX-11TT1-1625,,
2469,GTEX-11TT1-2325,,
2470,GTEX-11TT1-1825,,
2471,GTEX-11TT1-2225,,
2472,GTEX-11TT1-0625,,
2473,GTEX-11TT1-0725,,
2474,GTEX-11TT1-0425,,
2475,GTEX-11TT1-2625,,
2476,GTEX-11TT1-1925,,
2477,GTEX-11TT1-1425,,
2478,GTEX-11TT1-0525,,
2479,GTEX-11TT1-1525,,
2480,GTEX-11TT1-1725,,
2481,GTEX-11TT1-1125,,
2482,GTEX-11TT1-2125,,
2483,GTEX-11TT1-0325,,
2484,GTEX-11TT1-2525,,
2485,GTEX-11UD2-0425,,
2486,GTEX-11UD2-0825,,
2487,GTEX-11UD2-1125,,
2488,GTEX-11UD2-0925,,
2489,GTEX-11UD2-0625,,
2490,GTEX-11UD2-0725,,
2491,GTEX-11UD2-2525,,
2492,GTEX-11UD2-0325,,
2493,GTEX-11UD2-1525,,
2494,GTEX-11UD2-1225,,
2495,GTEX-11UD2-0225,,
2496,GTEX-11UD2-0125,,
2497,GTEX-11UD2-0525,,
2498,GTEX-11WQC-2525,,
2499,GTEX-11WQC-2625,,
2500,GTEX-11WQC-0625,,
2501,GTEX-11WQC-2325,,
2502,GTEX-11WQC-1725,,
2503,GTEX-11WQC-0725,,
2504,GTEX-11WQC-2425,,
2505,GTEX-11WQC-2825,,
2506,GTEX-11WQC-1825,,
2507,GTEX-11WQC-2725,,
2508,GTEX-11ZU8-2625,,
2509,GTEX-11ZU8-1525,,
2510,GTEX-11ZU8-2525,,
2511,GTEX-11ZU8-2325,,
2512,GTEX-11ZU8-0125,,
2513,GTEX-11ZU8-1125,,
2514,GTEX-11ZU8-2425,,
2515,GTEX-11ZUS-1225,,
2516,GTEX-11ZUS-0525,,
2517,GTEX-11ZUS-0125,,
2518,GTEX-11ZUS-0825,,
2519,GTEX-11ZUS-0225,,
2520,GTEX-11ZUS-2525,,
2521,GTEX-11ZUS-0925,,
2522,GTEX-11ZUS-1825,,
2523,GTEX-11ZUS-2725,,
2524,GTEX-11ZUS-2825,,
2525,GTEX-11ZUS-2125,,
2526,GTEX-11ZUS-2925,,
2527,GTEX-11ZUS-0325,,
2528,GTEX-11ZUS-0625,,
2529,GTEX-11ZUS-3025,,
2530,GTEX-11ZUS-1325,,
2531,GTEX-11ZUS-2625,,
2532,GTEX-11ZUS-0725,,
2533,GTEX-11ZUS-1425,,
2534,GTEX-11ZVC-3025,,
2535,GTEX-11ZVC-0725,,
2536,GTEX-11ZVC-2825,,
2537,GTEX-11ZVC-2625,,
2538,GTEX-11ZVC-2925,,
2539,GTEX-11ZVC-2125,,
2540,GTEX-11ZVC-0225,,
2541,GTEX-11ZVC-1425,,
2542,GTEX-11ZVC-3225,,
2543,GTEX-11ZVC-0425,,
2544,GTEX-11ZVC-0325,,
2545,GTEX-11ZVC-0125,,
2546,GTEX-11ZVC-2725,,
2547,GTEX-11ZVC-2525,,
2548,GTEX-11ZVC-0525,,
2549,GTEX-1211K-2425,,
2550,GTEX-1211K-1425,,
2551,GTEX-1211K-0225,,
2552,GTEX-1211K-0325,,
2553,GTEX-1211K-0125,,
2554,GTEX-1211K-1925,,
2555,GTEX-1211K-1325,,
2556,GTEX-1211K-1525,,
2557,GTEX-1211K-2025,,
2558,GTEX-1211K-1025,,
2559,GTEX-1211K-1825,,
2560,GTEX-1211K-0425,,
2561,GTEX-1211K-0725,,
2562,GTEX-1211K-0825,,
2563,GTEX-1211K-0925,,
2564,GTEX-1211K-2325,,
2565,GTEX-1211K-0625,,
2566,GTEX-1211K-2125,,
2567,GTEX-1211K-2225,,
2568,GTEX-1211K-1225,,
2569,GTEX-1211K-1125,,
2570,GTEX-1211K-1725,,
2571,GTEX-12126-0925,,
2572,GTEX-12126-0725,,
2573,GTEX-12126-1125,,
2574,GTEX-12126-1025,,
2575,GTEX-12126-0425,,
2576,GTEX-12126-0825,,
2577,GTEX-12126-0525,,
2578,GTEX-12126-0625,,
2579,GTEX-12126-0325,,
2580,GTEX-1212Z-2425,,
2581,GTEX-1212Z-1025,,
2582,GTEX-1212Z-0125,,
2583,GTEX-1212Z-2825,,
2584,GTEX-1212Z-0225,,
2585,GTEX-1212Z-1825,,
2586,GTEX-1212Z-0725,,
2587,GTEX-1212Z-2925,,
2588,GTEX-1212Z-2125,,
2589,GTEX-1212Z-0525,,
2590,GTEX-1212Z-2625,,
2591,GTEX-1212Z-2025,,
2592,GTEX-1212Z-2525,,
2593,GTEX-1212Z-0825,,
2594,GTEX-1212Z-0325,,
2595,GTEX-1212Z-2725,,
2596,GTEX-1212Z-0625,,
2597,GTEX-1212Z-0425,,
2598,GTEX-12584-0125,,
2599,GTEX-12584-1425,,
2600,GTEX-12584-0525,,
2601,GTEX-12584-0225,,
2602,GTEX-12584-2125,,
2603,GTEX-12584-0825,,
2604,GTEX-12584-0725,,
2605,GTEX-12584-0325,,
2606,GTEX-12584-0425,,
2607,GTEX-12584-3125,,
2608,GTEX-12584-0925,,
2609,GTEX-12584-1025,,
2610,GTEX-12BJ1-1925,,
2611,GTEX-12BJ1-2125,,
2612,GTEX-12BJ1-1125,,
2613,GTEX-12BJ1-0225,,
2614,GTEX-12BJ1-0825,,
2615,GTEX-12BJ1-0725,,
2616,GTEX-12BJ1-2025,,
2617,GTEX-12BJ1-2625,,
2618,GTEX-12BJ1-1025,,
2619,GTEX-12BJ1-0425,,
2620,GTEX-12BJ1-1825,,
2621,GTEX-12BJ1-2725,,
2622,GTEX-12BJ1-2525,,
2623,GTEX-12BJ1-2225,,
2624,GTEX-12BJ1-1625,,
2625,GTEX-12BJ1-0525,,
2626,GTEX-12BJ1-1225,,
2627,GTEX-12BJ1-1525,,
2628,GTEX-12BJ1-1325,,
2629,GTEX-12BJ1-1725,,
2630,GTEX-12BJ1-0925,,
2631,GTEX-12BJ1-1425,,
2632,GTEX-12BJ1-0325,,
2633,GTEX-12C56-1625,,
2634,GTEX-12C56-0225,,
2635,GTEX-12C56-0525,,
2636,GTEX-12C56-1125,,
2637,GTEX-12C56-0625,,
2638,GTEX-12C56-0825,,
2639,GTEX-12C56-0425,,
2640,GTEX-12C56-1425,,
2641,GTEX-12C56-1725,,
2642,GTEX-12C56-1825,,
2643,GTEX-12C56-1325,,
2644,GTEX-12C56-1925,,
2645,GTEX-12C56-1225,,
2646,GTEX-12C56-1525,,
2647,GTEX-12C56-2025,,
2648,GTEX-12KS4-1525,,
2649,GTEX-12KS4-0825,,
2650,GTEX-12KS4-1025,,
2651,GTEX-12KS4-2325,,
2652,GTEX-12KS4-2125,,
2653,GTEX-12KS4-0425,,
2654,GTEX-12KS4-1325,,
2655,GTEX-12KS4-0125,,
2656,GTEX-12KS4-0725,,
2657,GTEX-12KS4-0325,,
2658,GTEX-12KS4-1125,,
2659,GTEX-12KS4-2425,,
2660,GTEX-12KS4-0925,,
2661,GTEX-12KS4-0625,,
2662,GTEX-12WSF-1525,,
2663,GTEX-12WSF-1625,,
2664,GTEX-12WSF-0425,,
2665,GTEX-12WSF-0925,,
2666,GTEX-12WSF-3125,,
2667,GTEX-12WSF-3025,,
2668,GTEX-12WSL-0425,,
2669,GTEX-12WSL-2125,,
2670,GTEX-12WSL-1325,,
2671,GTEX-12WSL-2625,,
2672,GTEX-12WSL-0925,,
2673,GTEX-12WSL-0325,,
2674,GTEX-12WSL-0625,,
2675,GTEX-12WSL-2825,,
2676,GTEX-12WSL-1625,,
2677,GTEX-12WSL-2525,,
2678,GTEX-12WSL-1525,,
2679,GTEX-12WSL-1825,,
2680,GTEX-12WSL-1025,,
2681,GTEX-12WSL-2025,,
2682,GTEX-12WSL-1225,,
2683,GTEX-12WSL-2725,,
2684,GTEX-12WSL-0225,,
2685,GTEX-12WSL-1125,,
2686,GTEX-12WSL-2425,,
2687,GTEX-12WSL-2325,,
2688,GTEX-12WSM-1325,,
2689,GTEX-12WSM-1825,,
2690,GTEX-12WSM-0325,,
2691,GTEX-12WSM-0525,,
2692,GTEX-12WSM-0725,,
2693,GTEX-12WSM-1725,,
2694,GTEX-12WSM-2225,,
2695,GTEX-12WSM-0625,,
2696,GTEX-12WSM-1425,,
2697,GTEX-12WSM-2125,,
2698,GTEX-12WSM-1925,,
2699,GTEX-12WSM-0225,,
2700,GTEX-12WSM-0425,,
2701,GTEX-12ZZY-0225,,
2702,GTEX-12ZZY-1325,,
2703,GTEX-12ZZY-1125,,
2704,GTEX-12ZZY-0325,,
2705,GTEX-12ZZY-0625,,
2706,GTEX-12ZZY-2725,,
2707,GTEX-12ZZY-3025,,
2708,GTEX-12ZZY-0725,,
2709,GTEX-12ZZY-1225,,
2710,GTEX-12ZZY-0125,,
2711,GTEX-12ZZY-3125,,
2712,GTEX-12ZZY-0825,,
2713,GTEX-12ZZY-0425,,
2714,GTEX-12ZZY-0925,,
2715,GTEX-12ZZY-1525,,
2716,GTEX-12ZZY-1425,,
2717,GTEX-12ZZY-0525,,
2718,GTEX-12ZZY-2925,,
2719,GTEX-13113-1425,,
2720,GTEX-13113-1125,,
2721,GTEX-13113-2025,,
2722,GTEX-13113-0625,,
2723,GTEX-13113-1325,,
2724,GTEX-13113-1625,,
2725,GTEX-13113-0525,,
2726,GTEX-13113-1225,,
2727,GTEX-13113-0125,,
2728,GTEX-13113-0725,,
2729,GTEX-13113-1525,,
2730,GTEX-13113-2125,,
2731,GTEX-13113-1825,,
2732,GTEX-1314G-1925,,
2733,GTEX-1314G-1625,,
2734,GTEX-1314G-1325,,
2735,GTEX-1314G-1525,,
2736,GTEX-1314G-0125,,
2737,GTEX-1314G-1725,,
2738,GTEX-1314G-1825,,
2739,GTEX-1314G-2025,,
2740,GTEX-1314G-1225,,
2741,GTEX-131XF-2525,,
2742,GTEX-131XF-1125,,
2743,GTEX-131XF-2825,,
2744,GTEX-131XF-0525,,
2745,GTEX-131XF-1325,,
2746,GTEX-131XF-1425,,
2747,GTEX-131XF-0425,,
2748,GTEX-131XF-2425,,
2749,GTEX-131XF-2325,,
2750,GTEX-131XF-0825,,
2751,GTEX-131XF-2625,,
2752,GTEX-131XF-0725,,
2753,GTEX-131XF-0625,,
2754,GTEX-131XF-0125,,
2755,GTEX-131XF-2225,,
2756,GTEX-131XF-1225,,
2757,GTEX-131XF-1025,,
2758,GTEX-131XF-1825,,
2759,GTEX-131XH-2625,,
2760,GTEX-131XH-0225,,
2761,GTEX-131XH-0425,,
2762,GTEX-131XH-0525,,
2763,GTEX-131XH-2925,,
2764,GTEX-131XH-2225,,
2765,GTEX-131XH-2425,,
2766,GTEX-131XH-2725,,
2767,GTEX-131XH-0125,,
2768,GTEX-131XH-0625,,
2769,GTEX-131XH-0825,,
2770,GTEX-131XH-2525,,
2771,GTEX-132NY-1225,,
2772,GTEX-132NY-1725,,
2773,GTEX-132NY-2725,,
2774,GTEX-132NY-0925,,
2775,GTEX-132NY-1125,,
2776,GTEX-132NY-0725,,
2777,GTEX-132NY-2225,,
2778,GTEX-132NY-2025,,
2779,GTEX-132NY-0625,,
2780,GTEX-132NY-1025,,
2781,GTEX-132NY-1425,,
2782,GTEX-132NY-0325,,
2783,GTEX-132NY-0525,,
2784,GTEX-132NY-0825,,
2785,GTEX-132NY-2825,,
2786,GTEX-132QS-1625,,
2787,GTEX-132QS-0225,,
2788,GTEX-132QS-1825,,
2789,GTEX-132QS-1525,,
2790,GTEX-132QS-1125,,
2791,GTEX-132QS-1225,,
2792,GTEX-132QS-2425,,
2793,GTEX-132QS-0725,,
2794,GTEX-132QS-0825,,
2795,GTEX-132QS-0425,,
2796,GTEX-132QS-0625,,
2797,GTEX-132QS-0525,,
2798,GTEX-132QS-0925,,
2799,GTEX-132QS-2525,,
2800,GTEX-132QS-0325,,
2801,GTEX-132QS-1425,,
2802,GTEX-132QS-0125,,
2803,GTEX-133LE-1225,,
2804,GTEX-133LE-2225,,
2805,GTEX-133LE-1325,,
2806,GTEX-133LE-1525,,
2807,GTEX-133LE-0725,,
2808,GTEX-133LE-1725,,
2809,GTEX-133LE-1825,,
2810,GTEX-133LE-2325,,
2811,GTEX-133LE-2125,,
2812,GTEX-133LE-0325,,
2813,GTEX-133LE-1925,,
2814,GTEX-133LE-0225,,
2815,GTEX-133LE-0925,,
2816,GTEX-133LE-1425,,
2817,GTEX-133LE-0525,,
2818,GTEX-133LE-0625,,
2819,GTEX-133LE-2025,,
2820,GTEX-1399R-1125,,
2821,GTEX-1399R-0325,,
2822,GTEX-1399R-2125,,
2823,GTEX-1399R-1625,,
2824,GTEX-1399R-0125,,
2825,GTEX-1399R-1925,,
2826,GTEX-1399R-0725,,
2827,GTEX-1399R-1725,,
2828,GTEX-1399R-2225,,
2829,GTEX-1399R-2625,,
2830,GTEX-1399R-0625,,
2831,GTEX-1399R-1825,,
2832,GTEX-1399R-0525,,
2833,GTEX-1399R-2725,,
2834,GTEX-1399R-0225,,
2835,GTEX-1399R-2025,,
2836,GTEX-1399R-2525,,
2837,GTEX-1399R-1225,,
2838,GTEX-1399R-2325,,
2839,GTEX-1399R-0425,,
2840,GTEX-1399R-0925,,
2841,GTEX-1399R-1325,,
2842,GTEX-1399R-0825,,
2843,GTEX-1399R-2425,,
2844,GTEX-139T4-0325,,
2845,GTEX-139T4-0825,,
2846,GTEX-139T4-0125,,
2847,GTEX-139T4-0225,,
2848,GTEX-139T4-0425,,
2849,GTEX-139T6-0425,,
